Author name,Document index,Paragraph index,Sentence index,Word 1,Word 2,Word 3,Word 4,Word 5,Word 6,Word 7,Word 8,Word 9,Word 10,Word 11,Word 12,Word 13,Word 14,Word 15,Word 16,Word 17,Word 18,Word 19,Word 20,Word 21,Word 22,Word 23,Word 24,Word 25,Word 26,Word 27,Word 28,Word 29,Word 30,Word 31,Word 32,Word 33,Word 34,Word 35,Word 36,Word 37,Word 38,Word 39,Word 40,Word 41,Word 42,Word 43,Word 44,Word 45,Word 46,Word 47,Word 48,Word 49,Word 50,Word 51,Word 52,Word 53,Word 54,Word 55,Word 56,Word 57,Word 58,Word 59,Word 60,Word 61,Word 62,Word 63,Word 64,Word 65,Word 66,Word 67,Word 68,Word 69,Word 70,Word 71,Word 72,Word 73,Word 74,Word 75,Word 76,Word 77,Word 78,Word 79,Word 80,Word 81,Word 82,Word 83,Word 84,Word 85,Word 86,Word 87,Word 88,Word 89,Word 90,Word 91,Word 92,Word 93,Word 94,Word 95,Word 96,Word 97,Word 98
Obama,0,22,2,We,will,begin,to,responsibly,leave,Iraq,to,its,people,",",and,forge,a,hard,-,earned,peace,in,Afghanistan,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,22,3,With,old,friends,and,former,foes,",",we,will,work,tirelessly,to,lessen,the,nuclear,threat,",",and,roll,back,the,specter,of,a,warming,planet,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,22,4,We,will,not,apologize,for,our,way,of,life,",",nor,will,we,waver,in,its,defense,",",and,for,those,who,seek,to,advance,their,aims,by,inducing,terror,and,slaughtering,innocents,",",we,say,to,you,now,that,our,spirit,is,stronger,and,cannot,be,broken,;,you,cannot,outlast,us,",",and,we,will,defeat,you,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,23,0,For,we,know,that,our,patchwork,heritage,is,a,strength,",",not,a,weakness,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,23,1,We,are,a,nation,of,Christians,and,Muslims,",",Jews,and,Hindus,--,and,non,-,believers,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,23,2,We,are,shaped,by,every,language,and,culture,",",drawn,from,every,end,of,this,Earth,;,and,because,we,have,tasted,the,bitter,swill,of,civil,war,and,segregation,",",and,emerged,from,that,dark,chapter,stronger,and,more,united,",",we,cannot,help,but,believe,that,the,old,hatreds,shall,someday,pass,;,that,the,lines,of,tribe,shall,soon,dissolve,;,that,as,the,world,grows,smaller,",",our,common,humanity,shall,reveal,itself,;,and,that,America,must,play,its,role,in,ushering,in,a,new,era,of,peace,.,,,,
Obama,0,24,0,To,the,Muslim,world,",",we,seek,a,new,way,forward,",",based,on,mutual,interest,and,mutual,respect,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,24,1,To,those,leaders,around,the,globe,who,seek,to,sow,conflict,",",or,blame,their,society,',s,ills,on,the,West,--,know,that,your,people,will,judge,you,on,what,you,can,build,",",not,what,you,destroy,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,24,2,To,those,who,cling,to,power,through,corruption,and,deceit,and,the,silencing,of,dissent,",",know,that,you,are,on,the,wrong,side,of,history,;,but,that,we,will,extend,a,hand,if,you,are,willing,to,unclench,your,fist,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,25,0,To,the,people,of,poor,nations,",",we,pledge,to,work,alongside,you,to,make,your,farms,flourish,and,let,clean,waters,flow,;,to,nourish,starved,bodies,and,feed,hungry,minds,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,25,1,And,to,those,nations,like,ours,that,enjoy,relative,plenty,",",we,say,we,can,no,longer,afford,indifference,to,the,suffering,outside,our,borders,;,nor,can,we,consume,the,world,',s,resources,without,regard,to,effect,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,25,2,For,the,world,has,changed,",",and,we,must,change,with,it,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,26,0,As,we,consider,the,road,that,unfolds,before,us,",",we,remember,with,humble,gratitude,those,brave,Americans,who,",",at,this,very,hour,",",patrol,far,-,off,deserts,and,distant,mountains,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,26,1,They,have,something,to,tell,us,",",just,as,the,fallen,heroes,who,lie,in,Arlington,whisper,through,the,ages,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,26,2,We,honor,them,not,only,because,they,are,the,guardians,of,our,liberty,",",but,because,they,embody,the,spirit,of,service,;,a,willingness,to,find,meaning,in,something,greater,than,themselves,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,26,3,And,yet,",",at,this,moment,--,a,moment,that,will,define,a,generation,--,it,is,precisely,this,spirit,that,must,inhabit,us,all,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,27,0,For,as,much,as,government,can,do,and,must,do,",",it,is,ultimately,the,faith,and,determination,of,the,American,people,upon,which,this,nation,relies,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,27,1,It,is,the,kindness,to,take,in,a,stranger,when,the,levees,break,",",the,selflessness,of,workers,who,would,rather,cut,their,hours,than,see,a,friend,lose,their,job,which,sees,us,through,our,darkest,hours,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,27,2,It,is,the,firefighter,',s,courage,to,storm,a,stairway,filled,with,smoke,",",but,also,a,parent,',s,willingness,to,nurture,a,child,",",that,finally,decides,our,fate,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,28,0,Our,challenges,may,be,new,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,28,1,The,instruments,with,which,we,meet,them,may,be,new,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,28,2,But,those,values,upon,which,our,success,depends,--,honesty,and,hard,work,",",courage,and,fair,play,",",tolerance,and,curiosity,",",loyalty,and,patriotism,--,these,things,are,old,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,28,3,These,things,are,true,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,28,4,They,have,been,the,quiet,force,of,progress,throughout,our,history,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,28,5,What,is,demanded,then,is,a,return,to,these,truths,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,28,6,What,is,required,of,us,now,is,a,new,era,of,responsibility,--,a,recognition,",",on,the,part,of,every,American,",",that,we,have,duties,to,ourselves,",",our,nation,",",and,the,world,",",duties,that,we,do,not,grudgingly,accept,but,rather,seize,gladly,",",firm,in,the,knowledge,that,there,is,nothing,so,satisfying,to,the,spirit,",",so,defining,of,our,character,",",than,giving,our,all,to,a,difficult,task,.,,,,,,,,,,,,,,,,,,,,
Obama,0,29,0,This,is,the,price,and,the,promise,of,citizenship,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,30,0,This,is,the,source,of,our,confidence,--,the,knowledge,that,God,calls,on,us,to,shape,an,uncertain,destiny,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,31,0,This,is,the,meaning,of,our,liberty,and,our,creed,--,why,men,and,women,and,children,of,every,race,and,every,faith,can,join,in,celebration,across,this,magnificent,mall,",",and,why,a,man,whose,father,less,than,sixty,years,ago,might,not,have,been,served,at,a,local,restaurant,can,now,stand,before,you,to,take,a,most,sacred,oath,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,32,0,So,let,us,mark,this,day,with,remembrance,",",of,who,we,are,and,how,far,we,have,traveled,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,32,1,In,the,year,of,America,',s,birth,",",in,the,coldest,of,months,",",a,small,band,of,patriots,huddled,by,dying,campfires,on,the,shores,of,an,icy,river,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,32,2,The,capital,was,abandoned,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,32,3,The,enemy,was,advancing,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,32,4,The,snow,was,stained,with,blood,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,32,5,At,a,moment,when,the,outcome,of,our,revolution,was,most,in,doubt,",",the,father,of,our,nation,ordered,these,words,be,read,to,the,people,:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,33,0,"""",Let,it,be,told,to,the,future,world,...,that,in,the,depth,of,winter,",",when,nothing,but,hope,and,virtue,could,survive,...,that,the,city,and,the,country,",",alarmed,at,one,common,danger,",",came,forth,to,meet,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,33,1,it,".""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,34,0,America,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,34,1,In,the,face,of,our,common,dangers,",",in,this,winter,of,our,hardship,",",let,us,remember,these,timeless,words,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,34,2,With,hope,and,virtue,",",let,us,brave,once,more,the,icy,currents,",",and,endure,what,storms,may,come,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,34,3,Let,it,be,said,by,our,children,',s,children,that,when,we,were,tested,we,refused,to,let,this,journey,end,",",that,we,did,not,turn,back,nor,did,we,falter,;,and,with,eyes,fixed,on,the,horizon,and,God,',s,grace,upon,us,",",we,carried,forth,that,great,gift,of,freedom,and,delivered,it,safely,to,future,generations,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,35,0,Thank,you,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,35,1,God,bless,you,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,0,35,2,And,God,bless,the,United,States,of,America,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,0,0,Thank,you,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,0,1,Thank,you,so,much,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,1,0,Vice,President,Biden,",",Mr,.,Chief,Justice,",",Members,of,the,United,States,Congress,",",distinguished,guests,",",and,fellow,citizens,:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,2,0,Each,time,we,gather,to,inaugurate,a,President,we,bear,witness,to,the,enduring,strength,of,our,Constitution,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,2,1,We,affirm,the,promise,of,our,democracy,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,2,2,We,recall,that,what,binds,this,Nation,together,is,not,the,colors,of,our,skin,or,the,tenets,of,our,faith,or,the,origins,of,our,names,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,2,3,What,makes,us,exceptionalâ,,what,makes,us,Americanâ,,is,our,allegiance,to,an,idea,articulated,in,a,declaration,made,more,than,two,centuries,ago,:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,3,0,We,hold,these,truths,to,be,self,-,evident,",",that,all,men,are,created,equal,;,that,they,are,endowed,by,their,Creator,with,certain,unalienable,rights,;,that,among,these,are,life,",",liberty,",",and,the,pursuit,of,happiness,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,4,0,Today,we,continue,a,never,-,ending,journey,to,bridge,the,meaning,of,those,words,with,the,realities,of,our,time,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,4,1,For,history,tells,us,that,while,these,truths,may,be,self,-,evident,",",they,',ve,never,been,self,-,executing,;,that,while,freedom,is,a,gift,from,God,",",it,must,be,secured,by,His,people,here,on,Earth,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,4,2,The,patriots,of,1776,did,not,fight,to,replace,the,tyranny,of,a,king,with,the,privileges,of,a,few,or,the,rule,of,a,mob,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,4,3,They,gave,to,us,a,republic,",",a,government,of,and,by,and,for,the,people,",",entrusting,each,generation,to,keep,safe,our,founding,creed,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,5,0,And,for,more,than,200,years,",",we,have,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,6,0,Through,blood,drawn,by,lash,and,blood,drawn,by,sword,",",we,learned,that,no,union,founded,on,the,principles,of,liberty,and,equality,could,survive,half,-,slave,and,half,-,free,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,6,1,We,made,ourselves,anew,",",and,vowed,to,move,forward,together,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,7,0,Together,",",we,determined,that,a,modern,economy,requires,railroads,and,highways,to,speed,travel,and,commerce,",",schools,and,colleges,to,train,our,workers,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,8,0,Together,",",we,discovered,that,a,free,market,only,thrives,when,there,are,rules,to,ensure,competition,and,fair,play,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,9,0,Together,",",we,resolved,that,a,great,nation,must,care,for,the,vulnerable,and,protect,its,people,from,life,',s,worst,hazards,and,misfortune,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,10,0,Through,it,all,",",we,have,never,relinquished,our,skepticism,of,central,authority,nor,have,we,succumbed,to,the,fiction,that,all,society,',s,ills,can,be,cured,through,government,alone,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,10,1,Our,celebration,of,initiative,and,enterprise,",",our,insistence,on,hard,work,and,personal,responsibility,",",these,are,constants,in,our,character,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,11,0,But,we,have,always,understood,that,when,times,change,",",so,must,we,;,that,fidelity,to,our,founding,principles,requires,new,responses,to,new,challenges,;,that,preserving,our,individual,freedoms,ultimately,requires,collective,action,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,11,1,For,the,American,people,can,no,more,meet,the,demands,of,today,',s,world,by,acting,alone,than,American,soldiers,could,have,met,the,forces,of,fascism,or,communism,with,muskets,and,militias,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,11,2,No,single,person,can,train,all,the,math,and,science,teachers,we,',ll,need,to,equip,our,children,for,the,future,",",or,build,the,roads,and,networks,and,research,labs,that,will,bring,new,jobs,and,businesses,to,our,shores,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,11,3,Now,more,than,ever,",",we,must,do,these,things,together,",",as,one,nation,and,one,people,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
